Titolo,ID,Durata,Spotify URL,URI,Album
Va bene,2xOBSIMFPjHtSZ9Z8CXaP8,3.0,"<a href=""https://open.spotify.com/track/2xOBSIMFPjHtSZ9Z8CXaP8"" target=""_blank"">https://open.spotify.com/track/2xOBSIMFPjHtSZ9Z8CXaP8</a>",2xOBSIMFPjHtSZ9Z8CXaP8,Mercurio - 5 Stars Edition
Gli stessi di sempre,0FP3j9rfwfp2EY1gfZtc8H,3.43,"<a href=""https://open.spotify.com/track/0FP3j9rfwfp2EY1gfZtc8H"" target=""_blank"">https://open.spotify.com/track/0FP3j9rfwfp2EY1gfZtc8H</a>",0FP3j9rfwfp2EY1gfZtc8H,Mercurio - 5 Stars Edition
Straight Rydah,1wI8QOrsTcd2fBFeVl9lFU,3.66,"<a href=""https://open.spotify.com/track/1wI8QOrsTcd2fBFeVl9lFU"" target=""_blank"">https://open.spotify.com/track/1wI8QOrsTcd2fBFeVl9lFU</a>",1wI8QOrsTcd2fBFeVl9lFU,Mercurio - 5 Stars Edition
Fratelli a metà,5V8C74xrjnfPbHFXMqGSn8,3.63,"<a href=""https://open.spotify.com/track/5V8C74xrjnfPbHFXMqGSn8"" target=""_blank"">https://open.spotify.com/track/5V8C74xrjnfPbHFXMqGSn8</a>",5V8C74xrjnfPbHFXMqGSn8,Mercurio - 5 Stars Edition
Vietnam flow (feat. Salmo),7gXY6MPu30tIDKlTnolEFE,3.72,"<a href=""https://open.spotify.com/track/7gXY6MPu30tIDKlTnolEFE"" target=""_blank"">https://open.spotify.com/track/7gXY6MPu30tIDKlTnolEFE</a>",7gXY6MPu30tIDKlTnolEFE,Mercurio - 5 Stars Edition
La testa vuota (feat. Max Pezzali),0vKb1YRpUDS6h9oUXmtEIH,4.31,"<a href=""https://open.spotify.com/track/0vKb1YRpUDS6h9oUXmtEIH"" target=""_blank"">https://open.spotify.com/track/0vKb1YRpUDS6h9oUXmtEIH</a>",0vKb1YRpUDS6h9oUXmtEIH,Mercurio - 5 Stars Edition
Mercurio,3bB8EUEbfFiIa6RyaYZeMt,3.72,"<a href=""https://open.spotify.com/track/3bB8EUEbfFiIa6RyaYZeMt"" target=""_blank"">https://open.spotify.com/track/3bB8EUEbfFiIa6RyaYZeMt</a>",3bB8EUEbfFiIa6RyaYZeMt,Mercurio - 5 Stars Edition
Maracanã,2ZvUVfOeB4BzlUmGDBCjH6,3.59,"<a href=""https://open.spotify.com/track/2ZvUVfOeB4BzlUmGDBCjH6"" target=""_blank"">https://open.spotify.com/track/2ZvUVfOeB4BzlUmGDBCjH6</a>",2ZvUVfOeB4BzlUmGDBCjH6,Mercurio - 5 Stars Edition
Balla col diavolo,2oG7RkDdF3KkkFtv8QYKBg,3.85,"<a href=""https://open.spotify.com/track/2oG7RkDdF3KkkFtv8QYKBg"" target=""_blank"">https://open.spotify.com/track/2oG7RkDdF3KkkFtv8QYKBg</a>",2oG7RkDdF3KkkFtv8QYKBg,Mercurio - 5 Stars Edition
Brutta,7yak1Xyg7OXTE17sSZrNcx,3.73,"<a href=""https://open.spotify.com/track/7yak1Xyg7OXTE17sSZrNcx"" target=""_blank"">https://open.spotify.com/track/7yak1Xyg7OXTE17sSZrNcx</a>",7yak1Xyg7OXTE17sSZrNcx,Mercurio - 5 Stars Edition
Se penso al rap,0KDRTAahps7zDvXAfkguWl,3.42,"<a href=""https://open.spotify.com/track/0KDRTAahps7zDvXAfkguWl"" target=""_blank"">https://open.spotify.com/track/0KDRTAahps7zDvXAfkguWl</a>",0KDRTAahps7zDvXAfkguWl,Mercurio - 5 Stars Edition
Wow,3k1XsBNQkTOoSQL4PqBaTq,3.11,"<a href=""https://open.spotify.com/track/3k1XsBNQkTOoSQL4PqBaTq"" target=""_blank"">https://open.spotify.com/track/3k1XsBNQkTOoSQL4PqBaTq</a>",3k1XsBNQkTOoSQL4PqBaTq,Mercurio
Scordarmi chi ero,52m9Ih4XsVJ5iqiw2DC19Q,3.87,"<a href=""https://open.spotify.com/track/52m9Ih4XsVJ5iqiw2DC19Q"" target=""_blank"">https://open.spotify.com/track/52m9Ih4XsVJ5iqiw2DC19Q</a>",52m9Ih4XsVJ5iqiw2DC19Q,Mercurio
MB45,72KVucBcpULunYeqfQiG5l,3.08,"<a href=""https://open.spotify.com/track/72KVucBcpULunYeqfQiG5l"" target=""_blank"">https://open.spotify.com/track/72KVucBcpULunYeqfQiG5l</a>",72KVucBcpULunYeqfQiG5l,Mercurio
Lettera dall'inferno,5OGUC0kmwtwOCNyleph9e6,3.84,"<a href=""https://open.spotify.com/track/5OGUC0kmwtwOCNyleph9e6"" target=""_blank"">https://open.spotify.com/track/5OGUC0kmwtwOCNyleph9e6</a>",5OGUC0kmwtwOCNyleph9e6,Mercurio
A cena dai tuoi (feat. J-Ax),4OTNvEGYlDdrYDLMDdUoDZ,3.63,"<a href=""https://open.spotify.com/track/4OTNvEGYlDdrYDLMDdUoDZ"" target=""_blank"">https://open.spotify.com/track/4OTNvEGYlDdrYDLMDdUoDZ</a>",4OTNvEGYlDdrYDLMDdUoDZ,Mercurio
Soli (Assieme),2opjdnFzcgsp5wt8IYj8oN,3.43,"<a href=""https://open.spotify.com/track/2opjdnFzcgsp5wt8IYj8oN"" target=""_blank"">https://open.spotify.com/track/2opjdnFzcgsp5wt8IYj8oN</a>",2opjdnFzcgsp5wt8IYj8oN,Mercurio
Essere umano (feat. Skin),1Ny5ueaJ7MMstV31eVqQoC,3.5,"<a href=""https://open.spotify.com/track/1Ny5ueaJ7MMstV31eVqQoC"" target=""_blank"">https://open.spotify.com/track/1Ny5ueaJ7MMstV31eVqQoC</a>",1Ny5ueaJ7MMstV31eVqQoC,Mercurio
Blocco boyz (feat. Giso & Duellz),6Iipef4OJI8zrfzNmskLaE,4.91,"<a href=""https://open.spotify.com/track/6Iipef4OJI8zrfzNmskLaE"" target=""_blank"">https://open.spotify.com/track/6Iipef4OJI8zrfzNmskLaE</a>",6Iipef4OJI8zrfzNmskLaE,Mercurio
Va bene,5bKCeOPypbayc6hVI7VvFg,3.0,"<a href=""https://open.spotify.com/track/5bKCeOPypbayc6hVI7VvFg"" target=""_blank"">https://open.spotify.com/track/5bKCeOPypbayc6hVI7VvFg</a>",5bKCeOPypbayc6hVI7VvFg,Mercurio
Gli stessi di sempre,7J1sh5xZYljC5xUC7szmbY,3.43,"<a href=""https://open.spotify.com/track/7J1sh5xZYljC5xUC7szmbY"" target=""_blank"">https://open.spotify.com/track/7J1sh5xZYljC5xUC7szmbY</a>",7J1sh5xZYljC5xUC7szmbY,Mercurio
Straight Rydah,3p7mCFy2Phg6YSsMdH9Qjg,3.66,"<a href=""https://open.spotify.com/track/3p7mCFy2Phg6YSsMdH9Qjg"" target=""_blank"">https://open.spotify.com/track/3p7mCFy2Phg6YSsMdH9Qjg</a>",3p7mCFy2Phg6YSsMdH9Qjg,Mercurio
Fratelli a meta',4aZu6irt3Yfgi4ZJ2q39KH,3.63,"<a href=""https://open.spotify.com/track/4aZu6irt3Yfgi4ZJ2q39KH"" target=""_blank"">https://open.spotify.com/track/4aZu6irt3Yfgi4ZJ2q39KH</a>",4aZu6irt3Yfgi4ZJ2q39KH,Mercurio
Vietnam flow (feat. Salmo),1a0yjAa8RfFOlujaSKuO7O,3.72,"<a href=""https://open.spotify.com/track/1a0yjAa8RfFOlujaSKuO7O"" target=""_blank"">https://open.spotify.com/track/1a0yjAa8RfFOlujaSKuO7O</a>",1a0yjAa8RfFOlujaSKuO7O,Mercurio
La testa vuota (feat. Max Pezzali),68Y0EHvWxxj601klBltTOX,4.31,"<a href=""https://open.spotify.com/track/68Y0EHvWxxj601klBltTOX"" target=""_blank"">https://open.spotify.com/track/68Y0EHvWxxj601klBltTOX</a>",68Y0EHvWxxj601klBltTOX,Mercurio
Mercurio,6wN8Rd5xMEjUqZp0Qy0c6y,3.72,"<a href=""https://open.spotify.com/track/6wN8Rd5xMEjUqZp0Qy0c6y"" target=""_blank"">https://open.spotify.com/track/6wN8Rd5xMEjUqZp0Qy0c6y</a>",6wN8Rd5xMEjUqZp0Qy0c6y,Mercurio
Lettera dall'inferno - Bonus Track,3nOuTvKpv2ptpf9XBtkhuM,3.36,"<a href=""https://open.spotify.com/track/3nOuTvKpv2ptpf9XBtkhuM"" target=""_blank"">https://open.spotify.com/track/3nOuTvKpv2ptpf9XBtkhuM</a>",3nOuTvKpv2ptpf9XBtkhuM,Mercurio
Sulla luna (intro),3EyBna0vmxE1T5K3xfWbMk,2.13,"<a href=""https://open.spotify.com/track/3EyBna0vmxE1T5K3xfWbMk"" target=""_blank"">https://open.spotify.com/track/3EyBna0vmxE1T5K3xfWbMk</a>",3EyBna0vmxE1T5K3xfWbMk,L'erba cattiva (Gold Edition)
Cashwoman,7JBbvy0cHfQxApEwDxTOjz,2.89,"<a href=""https://open.spotify.com/track/7JBbvy0cHfQxApEwDxTOjz"" target=""_blank"">https://open.spotify.com/track/7JBbvy0cHfQxApEwDxTOjz</a>",7JBbvy0cHfQxApEwDxTOjz,L'erba cattiva (Gold Edition)
Parole di ghiaccio,5crrldk7i32Sa80pSJMpnr,3.86,"<a href=""https://open.spotify.com/track/5crrldk7i32Sa80pSJMpnr"" target=""_blank"">https://open.spotify.com/track/5crrldk7i32Sa80pSJMpnr</a>",5crrldk7i32Sa80pSJMpnr,L'erba cattiva (Gold Edition)
Dietro front (feat. Fabri Fibra),57wlrApQqGNizSqbyVBovH,3.16,"<a href=""https://open.spotify.com/track/57wlrApQqGNizSqbyVBovH"" target=""_blank"">https://open.spotify.com/track/57wlrApQqGNizSqbyVBovH</a>",57wlrApQqGNizSqbyVBovH,L'erba cattiva (Gold Edition)
Come un pitbull,4R2W0NjzcIw2w1HEnAkPz7,3.68,"<a href=""https://open.spotify.com/track/4R2W0NjzcIw2w1HEnAkPz7"" target=""_blank"">https://open.spotify.com/track/4R2W0NjzcIw2w1HEnAkPz7</a>",4R2W0NjzcIw2w1HEnAkPz7,L'erba cattiva (Gold Edition)
Ognuno per sè (feat. Gue Pequeno),3ixEjMTyx9QImE3cOGTCQb,3.24,"<a href=""https://open.spotify.com/track/3ixEjMTyx9QImE3cOGTCQb"" target=""_blank"">https://open.spotify.com/track/3ixEjMTyx9QImE3cOGTCQb</a>",3ixEjMTyx9QImE3cOGTCQb,L'erba cattiva (Gold Edition)
L'erba cattiva,2FFVv3T5IRZP06E4yYUaH3,3.92,"<a href=""https://open.spotify.com/track/2FFVv3T5IRZP06E4yYUaH3"" target=""_blank"">https://open.spotify.com/track/2FFVv3T5IRZP06E4yYUaH3</a>",2FFVv3T5IRZP06E4yYUaH3,L'erba cattiva (Gold Edition)
Cocktailz (feat. G. Soave & Duellz),3u74rpOz5lQd09w6eYYz1z,3.56,"<a href=""https://open.spotify.com/track/3u74rpOz5lQd09w6eYYz1z"" target=""_blank"">https://open.spotify.com/track/3u74rpOz5lQd09w6eYYz1z</a>",3u74rpOz5lQd09w6eYYz1z,L'erba cattiva (Gold Edition)
Nice pic,55liUFGC5yCLZuh3EWrus1,3.16,"<a href=""https://open.spotify.com/track/55liUFGC5yCLZuh3EWrus1"" target=""_blank"">https://open.spotify.com/track/55liUFGC5yCLZuh3EWrus1</a>",55liUFGC5yCLZuh3EWrus1,L'erba cattiva (Gold Edition)
Nei guai (feat. Tormento),42V7TtmjgKb8iYkFXB9Dcy,3.24,"<a href=""https://open.spotify.com/track/42V7TtmjgKb8iYkFXB9Dcy"" target=""_blank"">https://open.spotify.com/track/42V7TtmjgKb8iYkFXB9Dcy</a>",42V7TtmjgKb8iYkFXB9Dcy,L'erba cattiva (Gold Edition)
Giusto o sbagliato,3LG8xSr2qcpgCFUyBvzlAG,3.26,"<a href=""https://open.spotify.com/track/3LG8xSr2qcpgCFUyBvzlAG"" target=""_blank"">https://open.spotify.com/track/3LG8xSr2qcpgCFUyBvzlAG</a>",3LG8xSr2qcpgCFUyBvzlAG,L'erba cattiva (Gold Edition)
Il mondo dei grandi (feat. Marracash),3Xov8beGZ1dj2xLUUv93Cg,3.85,"<a href=""https://open.spotify.com/track/3Xov8beGZ1dj2xLUUv93Cg"" target=""_blank"">https://open.spotify.com/track/3Xov8beGZ1dj2xLUUv93Cg</a>",3Xov8beGZ1dj2xLUUv93Cg,L'erba cattiva (Gold Edition)
Tutto quello che ho (feat. Fabio De Martino),6tTivCNJVhxoJTh0sMfLRq,4.64,"<a href=""https://open.spotify.com/track/6tTivCNJVhxoJTh0sMfLRq"" target=""_blank"">https://open.spotify.com/track/6tTivCNJVhxoJTh0sMfLRq</a>",6tTivCNJVhxoJTh0sMfLRq,L'erba cattiva (Gold Edition)
È meglio così,5BikUwuGOwKJnRf04wELl1,3.55,"<a href=""https://open.spotify.com/track/5BikUwuGOwKJnRf04wELl1"" target=""_blank"">https://open.spotify.com/track/5BikUwuGOwKJnRf04wELl1</a>",5BikUwuGOwKJnRf04wELl1,L'erba cattiva (Gold Edition)
Chissà se,08KvlRkorqaPij4wKRGtw6,3.54,"<a href=""https://open.spotify.com/track/08KvlRkorqaPij4wKRGtw6"" target=""_blank"">https://open.spotify.com/track/08KvlRkorqaPij4wKRGtw6</a>",08KvlRkorqaPij4wKRGtw6,L'erba cattiva (Gold Edition)
Il king,7EMF2NHd2L4JFVqEbykzkz,2.94,"<a href=""https://open.spotify.com/track/7EMF2NHd2L4JFVqEbykzkz"" target=""_blank"">https://open.spotify.com/track/7EMF2NHd2L4JFVqEbykzkz</a>",7EMF2NHd2L4JFVqEbykzkz,L'erba cattiva (Gold Edition)
Più rispetto (feat. Bassi Maestro),4tDoPTaDmaBtMQxZs7Lg1v,3.42,"<a href=""https://open.spotify.com/track/4tDoPTaDmaBtMQxZs7Lg1v"" target=""_blank"">https://open.spotify.com/track/4tDoPTaDmaBtMQxZs7Lg1v</a>",4tDoPTaDmaBtMQxZs7Lg1v,L'erba cattiva (Gold Edition)
Sulla luna (intro),1buww5F981MQVXAGxmstqi,2.13,"<a href=""https://open.spotify.com/track/1buww5F981MQVXAGxmstqi"" target=""_blank"">https://open.spotify.com/track/1buww5F981MQVXAGxmstqi</a>",1buww5F981MQVXAGxmstqi,L'erba cattiva
Cashwoman,1FldPvjgo0awW4iqE7LeD6,2.89,"<a href=""https://open.spotify.com/track/1FldPvjgo0awW4iqE7LeD6"" target=""_blank"">https://open.spotify.com/track/1FldPvjgo0awW4iqE7LeD6</a>",1FldPvjgo0awW4iqE7LeD6,L'erba cattiva
Parole di ghiaccio,1mItEeAlTepKfWUOpu8h6b,3.86,"<a href=""https://open.spotify.com/track/1mItEeAlTepKfWUOpu8h6b"" target=""_blank"">https://open.spotify.com/track/1mItEeAlTepKfWUOpu8h6b</a>",1mItEeAlTepKfWUOpu8h6b,L'erba cattiva
Dietro front (feat. Fabri Fibra),0fK885Y1i3Gcji2aSjXgxi,3.16,"<a href=""https://open.spotify.com/track/0fK885Y1i3Gcji2aSjXgxi"" target=""_blank"">https://open.spotify.com/track/0fK885Y1i3Gcji2aSjXgxi</a>",0fK885Y1i3Gcji2aSjXgxi,L'erba cattiva
Come un pitbull,4rcYjC1FrBYLaW6WjyqOvs,3.68,"<a href=""https://open.spotify.com/track/4rcYjC1FrBYLaW6WjyqOvs"" target=""_blank"">https://open.spotify.com/track/4rcYjC1FrBYLaW6WjyqOvs</a>",4rcYjC1FrBYLaW6WjyqOvs,L'erba cattiva
Ognuno per sè (feat. Gue Pequeno),6fucaL8AhR6bDZR8azPGVH,3.24,"<a href=""https://open.spotify.com/track/6fucaL8AhR6bDZR8azPGVH"" target=""_blank"">https://open.spotify.com/track/6fucaL8AhR6bDZR8azPGVH</a>",6fucaL8AhR6bDZR8azPGVH,L'erba cattiva
L'erba cattiva,60R99qML47eSlhkW9MiHpC,3.92,"<a href=""https://open.spotify.com/track/60R99qML47eSlhkW9MiHpC"" target=""_blank"">https://open.spotify.com/track/60R99qML47eSlhkW9MiHpC</a>",60R99qML47eSlhkW9MiHpC,L'erba cattiva
Cocktailz (feat. G. Soave & Duellz),1nfffKwF0xRCVxapyd9bNF,3.56,"<a href=""https://open.spotify.com/track/1nfffKwF0xRCVxapyd9bNF"" target=""_blank"">https://open.spotify.com/track/1nfffKwF0xRCVxapyd9bNF</a>",1nfffKwF0xRCVxapyd9bNF,L'erba cattiva
Nice pic,40couONRbDeQUTUjRZ1VGT,3.16,"<a href=""https://open.spotify.com/track/40couONRbDeQUTUjRZ1VGT"" target=""_blank"">https://open.spotify.com/track/40couONRbDeQUTUjRZ1VGT</a>",40couONRbDeQUTUjRZ1VGT,L'erba cattiva
Nei guai (feat. Tormento),7m7gqcqo16kGPItmJLt2Ge,3.24,"<a href=""https://open.spotify.com/track/7m7gqcqo16kGPItmJLt2Ge"" target=""_blank"">https://open.spotify.com/track/7m7gqcqo16kGPItmJLt2Ge</a>",7m7gqcqo16kGPItmJLt2Ge,L'erba cattiva
Giusto o sbagliato,78hSVFuo1Ua2XHwrsq3AN3,3.26,"<a href=""https://open.spotify.com/track/78hSVFuo1Ua2XHwrsq3AN3"" target=""_blank"">https://open.spotify.com/track/78hSVFuo1Ua2XHwrsq3AN3</a>",78hSVFuo1Ua2XHwrsq3AN3,L'erba cattiva
Il mondo dei grandi (feat. Marracash),7Kp4wxNf16wcKXTx6TnS0I,3.85,"<a href=""https://open.spotify.com/track/7Kp4wxNf16wcKXTx6TnS0I"" target=""_blank"">https://open.spotify.com/track/7Kp4wxNf16wcKXTx6TnS0I</a>",7Kp4wxNf16wcKXTx6TnS0I,L'erba cattiva
Tutto quello che ho (feat. Fabio De Martino),5311P7319Q8eYkvREowMSb,4.64,"<a href=""https://open.spotify.com/track/5311P7319Q8eYkvREowMSb"" target=""_blank"">https://open.spotify.com/track/5311P7319Q8eYkvREowMSb</a>",5311P7319Q8eYkvREowMSb,L'erba cattiva
Il peggiore,0RYKRfXaeKN8ZaB0XCpPvl,3.49,"<a href=""https://open.spotify.com/track/0RYKRfXaeKN8ZaB0XCpPvl"" target=""_blank"">https://open.spotify.com/track/0RYKRfXaeKN8ZaB0XCpPvl</a>",0RYKRfXaeKN8ZaB0XCpPvl,L'erba cattiva
Di.Enne.A.,4221BpjBHA2JbTe5kpzaBD,4.3,"<a href=""https://open.spotify.com/track/4221BpjBHA2JbTe5kpzaBD"" target=""_blank"">https://open.spotify.com/track/4221BpjBHA2JbTe5kpzaBD</a>",4221BpjBHA2JbTe5kpzaBD,L'erba cattiva
Il peggiore,7eU8uE8gE6wmfkSndkiwtd,3.49,"<a href=""https://open.spotify.com/track/7eU8uE8gE6wmfkSndkiwtd"" target=""_blank"">https://open.spotify.com/track/7eU8uE8gE6wmfkSndkiwtd</a>",7eU8uE8gE6wmfkSndkiwtd,Il peggiore
Tutti in catene,1EJQwsBex2jgROU2MeRR1r,3.27,"<a href=""https://open.spotify.com/track/1EJQwsBex2jgROU2MeRR1r"" target=""_blank"">https://open.spotify.com/track/1EJQwsBex2jgROU2MeRR1r</a>",1EJQwsBex2jgROU2MeRR1r,Il peggiore
Io sono la moda,31d6MpKiZxzI5qOyQhonip,3.13,"<a href=""https://open.spotify.com/track/31d6MpKiZxzI5qOyQhonip"" target=""_blank"">https://open.spotify.com/track/31d6MpKiZxzI5qOyQhonip</a>",31d6MpKiZxzI5qOyQhonip,Il peggiore
La bara più grande del mondo,5oIqNUjLNhw43IT2kxaPrL,3.71,"<a href=""https://open.spotify.com/track/5oIqNUjLNhw43IT2kxaPrL"" target=""_blank"">https://open.spotify.com/track/5oIqNUjLNhw43IT2kxaPrL</a>",5oIqNUjLNhw43IT2kxaPrL,Il peggiore
Stupefacente,3axwgN6Ed3vk8WqieZxtlf,3.62,"<a href=""https://open.spotify.com/track/3axwgN6Ed3vk8WqieZxtlf"" target=""_blank"">https://open.spotify.com/track/3axwgN6Ed3vk8WqieZxtlf</a>",3axwgN6Ed3vk8WqieZxtlf,Il peggiore
Qualcosa non va,28tnuf0OvuU4QuvEBIhlOa,2.76,"<a href=""https://open.spotify.com/track/28tnuf0OvuU4QuvEBIhlOa"" target=""_blank"">https://open.spotify.com/track/28tnuf0OvuU4QuvEBIhlOa</a>",28tnuf0OvuU4QuvEBIhlOa,Il peggiore
Sexy line,5fJeyRy0kRhWlkGaenxSkz,3.11,"<a href=""https://open.spotify.com/track/5fJeyRy0kRhWlkGaenxSkz"" target=""_blank"">https://open.spotify.com/track/5fJeyRy0kRhWlkGaenxSkz</a>",5fJeyRy0kRhWlkGaenxSkz,Il peggiore
Click clack,5LQUa7pyDW13k6N4ir4Now,2.78,"<a href=""https://open.spotify.com/track/5LQUa7pyDW13k6N4ir4Now"" target=""_blank"">https://open.spotify.com/track/5LQUa7pyDW13k6N4ir4Now</a>",5LQUa7pyDW13k6N4ir4Now,Champagne e spine
K.I.L.L.A.,3j2667Rcualn0KHlu7dHA1,3.37,"<a href=""https://open.spotify.com/track/3j2667Rcualn0KHlu7dHA1"" target=""_blank"">https://open.spotify.com/track/3j2667Rcualn0KHlu7dHA1</a>",3j2667Rcualn0KHlu7dHA1,Champagne e spine
Ho visto,71NjwQutSebp8WDg4VLlgo,2.75,"<a href=""https://open.spotify.com/track/71NjwQutSebp8WDg4VLlgo"" target=""_blank"">https://open.spotify.com/track/71NjwQutSebp8WDg4VLlgo</a>",71NjwQutSebp8WDg4VLlgo,Champagne e spine
Romanzo criminale,0W3XeudDLeZxyssUX4oafA,3.78,"<a href=""https://open.spotify.com/track/0W3XeudDLeZxyssUX4oafA"" target=""_blank"">https://open.spotify.com/track/0W3XeudDLeZxyssUX4oafA</a>",0W3XeudDLeZxyssUX4oafA,Champagne e spine
Capo status,3QWHi6QU3dW4ov6FCx4tXa,2.8,"<a href=""https://open.spotify.com/track/3QWHi6QU3dW4ov6FCx4tXa"" target=""_blank"">https://open.spotify.com/track/3QWHi6QU3dW4ov6FCx4tXa</a>",3QWHi6QU3dW4ov6FCx4tXa,Champagne e spine
Neve e fango,4e1u2SwPhvpYrpLqZLc5U9,2.97,"<a href=""https://open.spotify.com/track/4e1u2SwPhvpYrpLqZLc5U9"" target=""_blank"">https://open.spotify.com/track/4e1u2SwPhvpYrpLqZLc5U9</a>",4e1u2SwPhvpYrpLqZLc5U9,Champagne e spine
I'm the shit,70trzaC4ZvmTHlTSmBpfFt,2.54,"<a href=""https://open.spotify.com/track/70trzaC4ZvmTHlTSmBpfFt"" target=""_blank"">https://open.spotify.com/track/70trzaC4ZvmTHlTSmBpfFt</a>",70trzaC4ZvmTHlTSmBpfFt,Champagne e spine
I 3 tempi,6PgFgApQ3J3i30pujwOwYy,3.75,"<a href=""https://open.spotify.com/track/6PgFgApQ3J3i30pujwOwYy"" target=""_blank"">https://open.spotify.com/track/6PgFgApQ3J3i30pujwOwYy</a>",6PgFgApQ3J3i30pujwOwYy,Champagne e spine
Bla bla,34dr80dLl4si6Jkbwam5JR,3.11,"<a href=""https://open.spotify.com/track/34dr80dLl4si6Jkbwam5JR"" target=""_blank"">https://open.spotify.com/track/34dr80dLl4si6Jkbwam5JR</a>",34dr80dLl4si6Jkbwam5JR,Champagne e spine
Ombre,5CMTjpGOBKFyC96kkxXss3,3.07,"<a href=""https://open.spotify.com/track/5CMTjpGOBKFyC96kkxXss3"" target=""_blank"">https://open.spotify.com/track/5CMTjpGOBKFyC96kkxXss3</a>",5CMTjpGOBKFyC96kkxXss3,Champagne e spine
Grigio,5x9Nxv8Oo8J0YPd4TB6BO0,4.5,"<a href=""https://open.spotify.com/track/5x9Nxv8Oo8J0YPd4TB6BO0"" target=""_blank"">https://open.spotify.com/track/5x9Nxv8Oo8J0YPd4TB6BO0</a>",5x9Nxv8Oo8J0YPd4TB6BO0,Champagne e spine
Apatia,2ZFddsD888mmrhd0hco9S2,3.13,"<a href=""https://open.spotify.com/track/2ZFddsD888mmrhd0hco9S2"" target=""_blank"">https://open.spotify.com/track/2ZFddsD888mmrhd0hco9S2</a>",2ZFddsD888mmrhd0hco9S2,Champagne e spine
Milano male,6mKFZZNI5st7xTjV5ZnInt,2.36,"<a href=""https://open.spotify.com/track/6mKFZZNI5st7xTjV5ZnInt"" target=""_blank"">https://open.spotify.com/track/6mKFZZNI5st7xTjV5ZnInt</a>",6mKFZZNI5st7xTjV5ZnInt,Champagne e spine
Champagne e spine,5sHZPR5A8El4QwWF1F12FC,3.37,"<a href=""https://open.spotify.com/track/5sHZPR5A8El4QwWF1F12FC"" target=""_blank"">https://open.spotify.com/track/5sHZPR5A8El4QwWF1F12FC</a>",5sHZPR5A8El4QwWF1F12FC,Champagne e spine
Conseguenze,0ZXaEbqwmgRsnmDiFAfNB5,2.97,"<a href=""https://open.spotify.com/track/0ZXaEbqwmgRsnmDiFAfNB5"" target=""_blank"">https://open.spotify.com/track/0ZXaEbqwmgRsnmDiFAfNB5</a>",0ZXaEbqwmgRsnmDiFAfNB5,Champagne e spine
Consapevolezza,6InoIABYwvO1DDy71KnZbS,2.82,"<a href=""https://open.spotify.com/track/6InoIABYwvO1DDy71KnZbS"" target=""_blank"">https://open.spotify.com/track/6InoIABYwvO1DDy71KnZbS</a>",6InoIABYwvO1DDy71KnZbS,Champagne e spine
Ciò che perdi,4spZRZr2KAgRrShsQ6baSC,2.1,"<a href=""https://open.spotify.com/track/4spZRZr2KAgRrShsQ6baSC"" target=""_blank"">https://open.spotify.com/track/4spZRZr2KAgRrShsQ6baSC</a>",4spZRZr2KAgRrShsQ6baSC,Champagne e spine
Pum pum pum (Remix),1KWRYWqDw6SBbjC77z2pXB,2.74,"<a href=""https://open.spotify.com/track/1KWRYWqDw6SBbjC77z2pXB"" target=""_blank"">https://open.spotify.com/track/1KWRYWqDw6SBbjC77z2pXB</a>",1KWRYWqDw6SBbjC77z2pXB,Champagne e spine
B. Rex cricca,2UP4ArKNxK85xeIDXLPeX2,3.23,"<a href=""https://open.spotify.com/track/2UP4ArKNxK85xeIDXLPeX2"" target=""_blank"">https://open.spotify.com/track/2UP4ArKNxK85xeIDXLPeX2</a>",2UP4ArKNxK85xeIDXLPeX2,Champagne e spine
